PriorityRank,customerID,ChurnProbability,RiskTier,CustomerSegment,tenure,MonthlyCharges,Contract,PaymentMethod,InternetService,TechSupport,LifecycleStage,SharedDriver,CustomerValue,RevenueAtRisk,ExpectedSavedRevenue,CampaignCost,ExpectedNetBenefit,DominantRiskDriver,SecondaryLever,RecommendedRetentionAction
224,2990-HWIML,0.7011,High Risk,New High-Spend,6,89.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1074.0,752.9813999999999,225.89441999999997,15.0,210.89441999999997,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
225,2074-GKOWZ,0.7003,High Risk,New High-Spend,2,89.55,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1074.6,752.54238,225.762714,15.0,210.762714,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
226,2754-VDLTR,0.6587,High Risk,New High-Spend,10,95.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1142.4,752.49888,225.749664,15.0,210.749664,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
227,7228-OMTPN,0.7075,High Risk,New High-Spend,4,88.45,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1061.4,750.9405,225.28215,15.0,210.28215,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
228,8780-IXSTS,0.694,High Risk,New High-Spend,6,90.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1081.1999999999998,750.3527999999998,225.10583999999992,15.0,210.10583999999992,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
229,3801-HMYNL,0.7011,High Risk,New High-Spend,1,89.15,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1069.8000000000002,750.03678,225.011034,15.0,210.011034,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
230,1143-NMNQJ,0.7289,High Risk,New High-Spend,2,85.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1028.4,749.60076,224.88022800000002,15.0,209.88022800000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
231,3338-CVVEH,0.6595,High Risk,New High-Spend,12,94.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1134.6,748.2687,224.48060999999998,15.0,209.48060999999998,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
232,3585-ISXZP,0.6518,High Risk,New High-Spend,8,95.65,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1147.8000000000002,748.1360400000002,224.44081200000005,15.0,209.44081200000005,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
233,9134-CEQMF,0.6963,High Risk,New High-Spend,7,89.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1074.0,747.8262000000001,224.34786000000003,15.0,209.34786000000003,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
234,7225-CBZPL,0.6557,High Risk,New High-Spend,17,94.8,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1137.6,745.9243199999999,223.77729599999995,15.0,208.77729599999995,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
235,7503-ZGUZJ,0.7342,High Risk,New High-Spend,1,84.65,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1015.8000000000001,745.8003600000001,223.74010800000002,15.0,208.74010800000002,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
236,7156-MHUGY,0.6865,High Risk,New High-Spend,13,90.5,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1086.0,745.539,223.6617,15.0,208.6617,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
237,1579-KLYDT,0.6867,High Risk,New High-Spend,7,90.45,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1085.4,745.34418,223.60325400000002,15.0,208.60325400000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
238,2672-HUYVI,0.6812,High Risk,New High-Spend,6,91.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1093.1999999999998,744.6878399999999,223.40635199999997,15.0,208.40635199999997,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
239,8622-ZLFKO,0.6836,High Risk,New High-Spend,6,90.75,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1089.0,744.4404,223.33211999999997,15.0,208.33211999999997,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
240,2545-EBUPK,0.7377,High Risk,New High-Spend,2,84.05,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1008.5999999999999,744.04422,223.213266,15.0,208.213266,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
241,0235-KGSLC,0.7245,High Risk,New High-Spend,1,85.55,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1026.6,743.7717,223.13151,15.0,208.13151,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
242,6502-HCJTI,0.6542,High Risk,New High-Spend,7,94.7,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1136.4,743.4328800000001,223.029864,15.0,208.029864,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
243,6986-IXNDM,0.6656,High Risk,New High-Spend,14,92.9,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1114.8000000000002,742.01088,222.603264,15.0,207.603264,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
244,1626-ERCMM,0.6539,High Risk,New High-Spend,20,94.55,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1134.6,741.91494,222.574482,15.0,207.574482,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
245,6474-FVJLC,0.7188,High Risk,New High-Spend,2,86.0,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1032.0,741.8016,222.54048,15.0,207.54048,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
246,4548-SDBKE,0.7249,High Risk,New High-Spend,5,85.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1022.4000000000001,741.1377600000001,222.341328,15.0,207.341328,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
247,1173-XZPYF,0.6915,High Risk,New High-Spend,11,89.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1070.4,740.1816000000001,222.05448000000004,15.0,207.05448000000004,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
248,4094-NSEDU,0.6537,High Risk,New High-Spend,21,94.25,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1131.0,739.3346999999999,221.80040999999997,15.0,206.80040999999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
249,4952-YSOGZ,0.7167,High Risk,New High-Spend,4,85.95,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1031.4,739.20438,221.761314,15.0,206.761314,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
250,7668-XCFYV,0.6653,High Risk,New High-Spend,17,92.55,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1110.6,738.88218,221.66465399999998,15.0,206.66465399999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
251,7120-RFMVS,0.7284,High Risk,New High-Spend,1,84.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1014.0,738.5976,221.57928,15.0,206.57928,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
252,9402-ORRAH,0.6721,High Risk,New High-Spend,15,91.5,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1098.0,737.9658000000001,221.38974000000002,15.0,206.38974000000002,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
253,9611-CTWIH,0.6873,High Risk,New High-Spend,3,89.45,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1073.4,737.74782,221.32434600000002,15.0,206.32434600000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
254,0187-QSXOE,0.6903,High Risk,New High-Spend,7,89.0,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1068.0,737.2404,221.17212,15.0,206.17212,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
255,6877-TJMBR,0.723,High Risk,New High-Spend,1,84.8,Month-to-month,Electronic check,Fiber optic,Yes,Onboarding window (0-12 months),Month-to-month contract,1017.5999999999999,735.7248,220.71743999999998,15.0,205.71743999999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
256,6979-ZNSFF,0.7036,High Risk,New High-Spend,8,87.05,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1044.6,734.98056,220.49416799999997,15.0,205.49416799999997,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
257,2472-OVKUP,0.6718,High Risk,New High-Spend,6,91.0,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1092.0,733.6056,220.08167999999998,15.0,205.08167999999998,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
258,0220-EBGCE,0.711,High Risk,New High-Spend,2,85.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1030.1999999999998,732.4721999999998,219.74165999999994,15.0,204.74165999999994,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
259,2004-OCQXK,0.7444,High Risk,New High-Spend,1,81.95,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,983.4000000000001,732.04296,219.612888,15.0,204.612888,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
260,4750-ZRXIU,0.7207,High Risk,New High-Spend,4,84.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1015.1999999999999,731.65464,219.496392,15.0,204.496392,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
261,0742-NXBGR,0.7389,High Risk,New High-Spend,1,82.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,987.5999999999999,729.7376399999999,218.92129199999997,15.0,203.92129199999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
262,8593-WHYHV,0.7128,High Risk,New High-Spend,3,85.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1023.5999999999999,729.6220799999999,218.88662399999996,15.0,203.88662399999996,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
